"from","to","vessels","xx","yx","xy","yy"
"Mainland Mooring 51","Mainland Island 80",1,175.394999821667,-36.2618971699,175.4070954425,-36.039032408725
"Mainland Mooring 51","Mainland Marina 14",2,175.394999821667,-36.2618971699,176.18072485,-37.66724799505
"Mainland Mooring 51","Mainland Marina 5",2,175.394999821667,-36.2618971699,174.7357559835,-36.39353752665
"Mainland Mooring 51","Mainland Marina 6",6,175.394999821667,-36.2618971699,174.788355122,-36.620952782
"Mainland Mooring 51","Mainland Marina 9",26,175.394999821667,-36.2618971699,174.7806808478,-36.84457156828
"Mainland Mooring 51","Mainland Mooring 25",1,175.394999821667,-36.2618971699,175.434166988,-36.8246320442
"Mainland Mooring 51","Mainland Mooring 26",1,175.394999821667,-36.2618971699,175.47579357175,-36.764238297875
"Mainland Mooring 51","Mainland Mooring 28",4,175.394999821667,-36.2618971699,175.772892556,-36.6005389888
"Mainland Mooring 51","Mainland Mooring 29",1,175.394999821667,-36.2618971699,175.814958883,-36.7608098067
"Mainland Mooring 51","Mainland Mooring 32",1,175.394999821667,-36.2618971699,175.876411192,-37.196956871
"Mainland Mooring 51","Mainland Mooring 35",1,175.394999821667,-36.2618971699,174.115811762778,-35.2454224835259
"Mainland Mooring 51","Mainland Mooring 36",2,175.394999821667,-36.2618971699,174.234434919178,-35.2312827907832
"Mainland Mooring 51","Mainland Mooring 42",2,175.394999821667,-36.2618971699,174.5217148356,-35.83060401092
"Mainland Mooring 51","Mainland Mooring 50",11,175.394999821667,-36.2618971699,175.484314823333,-36.3264657695333
"Mainland Mooring 51","Mainland Mooring 52",18,175.394999821667,-36.2618971699,175.3452219984,-36.16394118716
"Mainland Mooring 51","Mainland Mooring 57",1,175.394999821667,-36.2618971699,175.169568132,-36.9355424265
"Mainland Mooring 51","Mainland Mooring 58",1,175.394999821667,-36.2618971699,174.984934641667,-36.7547664897667
"Mainland Mooring 51","Mainland Mooring 59",3,175.394999821667,-36.2618971699,175.0339161016,-36.82694775294
"Mainland Mooring 51","Mainland Mooring 60",2,175.394999821667,-36.2618971699,175.054278319,-36.7799339133
"Mainland Mooring 51","Mainland Mooring 62",2,175.394999821667,-36.2618971699,174.9063578104,-36.88621788714
"Mainland Mooring 51","Mainland Mooring 64",7,175.394999821667,-36.2618971699,174.799140037429,-36.8335831537
"Mainland Mooring 51","Mainland Mooring 65",1,175.394999821667,-36.2618971699,174.829097479333,-36.4237396672
"Mainland Mooring 51","Mainland MR 19",1,175.394999821667,-36.2618971699,174.393337915,-35.7931840023
"Mainland Mooring 51","Mainland Mussels 18",3,175.394999821667,-36.2618971699,175.436903747595,-36.749949914727
"Mainland Mooring 51","Mainland Mussels 29",5,175.394999821667,-36.2618971699,175.341963074222,-36.1619629048222
"Mainland Mooring 51","Mainland Mussels 54",1,175.394999821667,-36.2618971699,175.16964666,-36.8061142425
"Mainland Mooring 51","Mainland Oysters 16",1,175.394999821667,-36.2618971699,175.169953813,-36.8029395727
"Mainland Mooring 51","Mainland Oysters 23",1,175.394999821667,-36.2618971699,174.459996629,-35.817853824
"Mainland Mooring 51","Mainland Salmon 12",1,175.394999821667,-36.2618971699,174.817813456,-36.4171652096
"Mainland Mooring 51","Smokehouse Bay",23,175.394999821667,-36.2618971699,175.3353,-36.2057
"Mainland Mooring 52","Mainland Beach 29",1,175.3452219984,-36.16394118716,175.482161136333,-36.1545944806333
"Mainland Mooring 52","Mainland CHS 10",1,175.3452219984,-36.16394118716,175.525633969,-37.1689870719333
"Mainland Mooring 52","Mainland Marina 6",1,175.3452219984,-36.16394118716,174.788355122,-36.620952782
"Mainland Mooring 52","Mainland Marina 9",23,175.3452219984,-36.16394118716,174.7806808478,-36.84457156828
"Mainland Mooring 52","Mainland Mooring 35",1,175.3452219984,-36.16394118716,174.115811762778,-35.2454224835259
"Mainland Mooring 52","Mainland Mooring 41",1,175.3452219984,-36.16394118716,174.551119822,-35.6207688664667
"Mainland Mooring 52","Mainland Mooring 42",2,175.3452219984,-36.16394118716,174.5217148356,-35.83060401092
"Mainland Mooring 52","Mainland Mooring 50",3,175.3452219984,-36.16394118716,175.484314823333,-36.3264657695333
"Mainland Mooring 52","Mainland Mooring 51",7,175.3452219984,-36.16394118716,175.394999821667,-36.2618971699
"Mainland Mooring 52","Mainland Mooring 53",1,175.3452219984,-36.16394118716,174.7427249285,-36.4036802051
"Mainland Mooring 52","Mainland Mooring 60",1,175.3452219984,-36.16394118716,175.054278319,-36.7799339133
"Mainland Mooring 52","Mainland Mooring 64",13,175.3452219984,-36.16394118716,174.799140037429,-36.8335831537
"Mainland Mooring 52","Mainland Mooring 65",2,175.3452219984,-36.16394118716,174.829097479333,-36.4237396672
"Mainland Mooring 52","Mainland MR 3",1,175.3452219984,-36.16394118716,174.840336911,-36.3580937062
"Mainland Mooring 52","Mainland Mussels 18",1,175.3452219984,-36.16394118716,175.436903747595,-36.749949914727
"Mainland Mooring 52","Mainland Mussels 29",6,175.3452219984,-36.16394118716,175.341963074222,-36.1619629048222
"Mainland Mooring 52","Mainland Mussels 3",1,175.3452219984,-36.16394118716,175.0661639535,-36.83727495265
"Mainland Mooring 52","Mainland Mussels 54",1,175.3452219984,-36.16394118716,175.16964666,-36.8061142425
"Mainland Mooring 52","Mainland Oysters 16",1,175.3452219984,-36.16394118716,175.169953813,-36.8029395727
"Mainland Mooring 52","Mainland Oysters 23",3,175.3452219984,-36.16394118716,174.459996629,-35.817853824
"Mainland Mooring 52","Mainland Salmon 12",1,175.3452219984,-36.16394118716,174.817813456,-36.4171652096
"Mainland Mooring 52","Smokehouse Bay",20,175.3452219984,-36.16394118716,175.3353,-36.2057
"Mainland Mooring 53","Mainland Marina 5",1,174.7427249285,-36.4036802051,174.7357559835,-36.39353752665
"Mainland Mooring 54","Mainland Island 72",1,174.726266053333,-36.4982412371667,175.170341349,-36.7229927366
"Mainland Mooring 54","Mainland Island 75",1,174.726266053333,-36.4982412371667,174.889879607,-36.6008138366
"Mainland Mooring 55","Mainland Mooring 60",1,174.745876747333,-36.63214296835,175.054278319,-36.7799339133
"Mainland Mooring 56","Mainland Marina 9",1,174.769023108,-36.7225471621,174.7806808478,-36.84457156828
"Mainland Mooring 57","Mainland CHS 10",1,175.169568132,-36.9355424265,175.525633969,-37.1689870719333
"Mainland Mooring 57","Mainland Marina 9",4,175.169568132,-36.9355424265,174.7806808478,-36.84457156828
"Mainland Mooring 57","Mainland Mooring 59",1,175.169568132,-36.9355424265,175.0339161016,-36.82694775294
"Mainland Mooring 58","Mainland Marina 10",1,174.984934641667,-36.7547664897667,174.924367416,-36.880523818525
"Mainland Mooring 58","Mainland Marina 9",5,174.984934641667,-36.7547664897667,174.7806808478,-36.84457156828
"Mainland Mooring 58","Mainland Mooring 60",3,174.984934641667,-36.7547664897667,175.054278319,-36.7799339133
"Mainland Mooring 58","Mainland Mooring 62",1,174.984934641667,-36.7547664897667,174.9063578104,-36.88621788714
"Mainland Mooring 58","Mainland Mussels 54",1,174.984934641667,-36.7547664897667,175.16964666,-36.8061142425
"Mainland Mooring 59","Mainland CHS 10",3,175.0339161016,-36.82694775294,175.525633969,-37.1689870719333
"Mainland Mooring 59","Mainland Marina 9",72,175.0339161016,-36.82694775294,174.7806808478,-36.84457156828
"Mainland Mooring 59","Mainland Mooring 57",3,175.0339161016,-36.82694775294,175.169568132,-36.9355424265
"Mainland Mooring 59","Mainland Mooring 58",1,175.0339161016,-36.82694775294,174.984934641667,-36.7547664897667
"Mainland Mooring 59","Mainland Mooring 61",3,175.0339161016,-36.82694775294,175.165210901667,-36.8436440399333
"Mainland Mooring 59","Mainland Mooring 62",1,175.0339161016,-36.82694775294,174.9063578104,-36.88621788714
"Mainland Mooring 59","Mainland Mooring 64",17,175.0339161016,-36.82694775294,174.799140037429,-36.8335831537
"Mainland Mooring 59","Mainland Oysters 16",1,175.0339161016,-36.82694775294,175.169953813,-36.8029395727
"Mainland Mooring 59","Smokehouse Bay",1,175.0339161016,-36.82694775294,175.3353,-36.2057
"Mainland Mooring 60","Mainland Marina 9",4,175.054278319,-36.7799339133,174.7806808478,-36.84457156828
"Mainland Mooring 60","Mainland Mooring 28",1,175.054278319,-36.7799339133,175.772892556,-36.6005389888
"Mainland Mooring 60","Mainland Mooring 58",4,175.054278319,-36.7799339133,174.984934641667,-36.7547664897667
"Mainland Mooring 60","Mainland Mooring 59",1,175.054278319,-36.7799339133,175.0339161016,-36.82694775294
"Mainland Mooring 60","Mainland Mooring 64",2,175.054278319,-36.7799339133,174.799140037429,-36.8335831537
"Mainland Mooring 60","Mainland Mooring 65",1,175.054278319,-36.7799339133,174.829097479333,-36.4237396672
"Mainland Mooring 61","Mainland Marina 6",1,175.165210901667,-36.8436440399333,174.788355122,-36.620952782
"Mainland Mooring 61","Mainland Marina 8",1,175.165210901667,-36.8436440399333,174.673938038,-36.8181676908
"Mainland Mooring 61","Mainland Marina 9",2,175.165210901667,-36.8436440399333,174.7806808478,-36.84457156828
"Mainland Mooring 61","Mainland Mooring 25",1,175.165210901667,-36.8436440399333,175.434166988,-36.8246320442
"Mainland Mooring 61","Mainland Mooring 65",1,175.165210901667,-36.8436440399333,174.829097479333,-36.4237396672
"Mainland Mooring 61","Mainland Oysters 16",2,175.165210901667,-36.8436440399333,175.169953813,-36.8029395727
"Mainland Mooring 62","Mainland Marina 9",5,174.9063578104,-36.88621788714,174.7806808478,-36.84457156828
"Mainland Mooring 62","Mainland Mooring 50",1,174.9063578104,-36.88621788714,175.484314823333,-36.3264657695333
"Mainland Mooring 62","Mainland Mooring 51",1,174.9063578104,-36.88621788714,175.394999821667,-36.2618971699
"Mainland Mooring 62","Mainland Mooring 59",1,174.9063578104,-36.88621788714,175.0339161016,-36.82694775294
"Mainland Mooring 62","Mainland Mooring 60",2,174.9063578104,-36.88621788714,175.054278319,-36.7799339133
"Mainland Mooring 62","Mainland Mooring 64",1,174.9063578104,-36.88621788714,174.799140037429,-36.8335831537
"Mainland Mooring 62","Mainland Mooring 65",1,174.9063578104,-36.88621788714,174.829097479333,-36.4237396672
"Mainland Mooring 62","Mainland Oysters 16",1,174.9063578104,-36.88621788714,175.169953813,-36.8029395727
"Mainland Mooring 62","Smokehouse Bay",1,174.9063578104,-36.88621788714,175.3353,-36.2057
"Mainland Mooring 63","Mainland Marina 6",1,174.697576695143,-36.8303688103286,174.788355122,-36.620952782
"Mainland Mooring 63","Mainland Marina 9",2,174.697576695143,-36.8303688103286,174.7806808478,-36.84457156828
"Mainland Mooring 64","Mainland CHS 10",1,174.799140037429,-36.8335831537,175.525633969,-37.1689870719333
"Mainland Mooring 64","Mainland Marina 16",1,174.799140037429,-36.8335831537,176.892343211,-39.4832270598
"Mainland Mooring 64","Mainland Marina 6",1,174.799140037429,-36.8335831537,174.788355122,-36.620952782
"Mainland Mooring 64","Mainland Marina 9",90,174.799140037429,-36.8335831537,174.7806808478,-36.84457156828
"Mainland Mooring 64","Mainland Mooring 52",1,174.799140037429,-36.8335831537,175.3452219984,-36.16394118716
"Mainland Mooring 64","Mainland Mooring 59",5,174.799140037429,-36.8335831537,175.0339161016,-36.82694775294
"Mainland Mooring 64","Mainland Mooring 62",1,174.799140037429,-36.8335831537,174.9063578104,-36.88621788714
"Mainland Mooring 64","Mainland Mooring 63",1,174.799140037429,-36.8335831537,174.697576695143,-36.8303688103286
"Mainland Mooring 64","Smokehouse Bay",1,174.799140037429,-36.8335831537,175.3353,-36.2057
"Mainland Mooring 65","Mainland Island 75",3,174.829097479333,-36.4237396672,174.889879607,-36.6008138366
"Mainland Mooring 65","Mainland Marina 5",1,174.829097479333,-36.4237396672,174.7357559835,-36.39353752665
"Mainland Mooring 65","Mainland Marina 6",3,174.829097479333,-36.4237396672,174.788355122,-36.620952782
"Mainland Mooring 65","Mainland Marina 9",3,174.829097479333,-36.4237396672,174.7806808478,-36.84457156828
"Mainland Mooring 65","Mainland Mooring 41",1,174.829097479333,-36.4237396672,174.551119822,-35.6207688664667
"Mainland Mooring 65","Mainland Mooring 42",1,174.829097479333,-36.4237396672,174.5217148356,-35.83060401092
"Mainland Mooring 65","Mainland Mooring 54",2,174.829097479333,-36.4237396672,174.726266053333,-36.4982412371667
"Mainland Mooring 65","Mainland Mooring 58",1,174.829097479333,-36.4237396672,174.984934641667,-36.7547664897667
"Mainland Mooring 65","Mainland Mooring 62",1,174.829097479333,-36.4237396672,174.9063578104,-36.88621788714
"Mainland Mooring 65","Mainland Oysters 1",1,174.829097479333,-36.4237396672,174.72768992552,-36.49169210662
"Mainland Mooring 65","Mainland Oysters 18",1,174.829097479333,-36.4237396672,174.745251841,-36.4157541424
"Mainland Mooring 65","Smokehouse Bay",2,174.829097479333,-36.4237396672,175.3353,-36.2057
"Mainland Mooring 8","Sanford",1,176.0536736025,-37.6351666051,170.497812,-45.887513
"Mainland MR 19","Mainland Marina 9",1,174.393337915,-35.7931840023,174.7806808478,-36.84457156828
"Mainland MR 19","Mainland Mooring 42",1,174.393337915,-35.7931840023,174.5217148356,-35.83060401092
"Mainland MR 2","Mainland Marina 14",1,176.260862535,-37.2612648203,176.18072485,-37.66724799505
"Mainland MR 23","Mainland Marina 11",3,175.791613051,-36.819740851,175.70634073,-36.8220996925
"Mainland MR 23","Mainland Mooring 30",1,175.791613051,-36.819740851,175.7147572755,-36.82193521195
"Mainland MR 3","Mainland MR 37",1,174.840336911,-36.3580937062,174.794722406,-36.2648185075
"Mainland MR 3","Mainland Oysters 18",1,174.840336911,-36.3580937062,174.745251841,-36.4157541424
"Mainland MR 3","Mainland Oysters 23",1,174.840336911,-36.3580937062,174.459996629,-35.817853824
"Mainland MR 37","Mainland Marina 9",1,174.794722406,-36.2648185075,174.7806808478,-36.84457156828
"Mainland Mussels 18","Mainland Marina 6",1,175.436903747595,-36.749949914727,174.788355122,-36.620952782
"Mainland Mussels 18","Mainland Marina 9",1,175.436903747595,-36.749949914727,174.7806808478,-36.84457156828
"Mainland Mussels 18","Mainland Mooring 26",2,175.436903747595,-36.749949914727,175.47579357175,-36.764238297875
"Mainland Mussels 18","Mainland Mooring 54",1,175.436903747595,-36.749949914727,174.726266053333,-36.4982412371667
"Mainland Mussels 18","Sanford",1,175.436903747595,-36.749949914727,170.497812,-45.887513
"Mainland Mussels 22","Mainland Mooring 28",1,175.467452382667,-36.5142802588667,175.772892556,-36.6005389888
"Mainland Mussels 22","Mainland Mooring 29",1,175.467452382667,-36.5142802588667,175.814958883,-36.7608098067
"Mainland Mussels 29","Mainland CHS 63",1,175.341963074222,-36.1619629048222,175.4310681485,-36.1081288082
"Mainland Mussels 29","Mainland Island 12",1,175.341963074222,-36.1619629048222,175.151978722846,-35.9332637060846
"Mainland Mussels 29","Mainland Marina 1",1,175.341963074222,-36.1619629048222,173.741918150416,-35.0639430610256
"Mainland Mussels 29","Mainland Mooring 41",1,175.341963074222,-36.1619629048222,174.551119822,-35.6207688664667
"Mainland Mussels 29","Mainland Mooring 51",1,175.341963074222,-36.1619629048222,175.394999821667,-36.2618971699
"Mainland Mussels 29","Mainland Mooring 52",7,175.341963074222,-36.1619629048222,175.3452219984,-36.16394118716
"Mainland Mussels 29","Mainland Mooring 64",1,175.341963074222,-36.1619629048222,174.799140037429,-36.8335831537
"Mainland Mussels 29","Mainland Oysters 21",1,175.341963074222,-36.1619629048222,174.128783634167,-35.2517751985
"Mainland Mussels 29","Smokehouse Bay",5,175.341963074222,-36.1619629048222,175.3353,-36.2057
"Mainland Mussels 3","Mainland Mooring 61",1,175.0661639535,-36.83727495265,175.165210901667,-36.8436440399333
"Mainland Mussels 48","Mainland Oysters 16",1,175.399369445,-36.6964250477,175.169953813,-36.8029395727
"Mainland Mussels 54","Mainland Marina 9",3,175.16964666,-36.8061142425,174.7806808478,-36.84457156828
"Mainland Mussels 54","Mainland Mooring 61",1,175.16964666,-36.8061142425,175.165210901667,-36.8436440399333
"Mainland Mussels 54","Mainland Oysters 16",2,175.16964666,-36.8061142425,175.169953813,-36.8029395727
"Mainland Mussels 58","Mainland Marina 5",1,174.745251841,-36.3965387897,174.7357559835,-36.39353752665
"Mainland Mussels 58","Mainland Marina 9",1,174.745251841,-36.3965387897,174.7806808478,-36.84457156828
"Mainland Mussels 58","Mainland Mooring 50",1,174.745251841,-36.3965387897,175.484314823333,-36.3264657695333
"Mainland Oysters 1","Mainland Mooring 55",1,174.72768992552,-36.49169210662,174.745876747333,-36.63214296835
"Mainland Oysters 11","Mainland Island 63",1,177.074836065,-37.9561968485,175.91971452925,-37.086042272775
"Mainland Oysters 16","Mainland Island 72",2,175.169953813,-36.8029395727,175.170341349,-36.7229927366
"Mainland Oysters 16","Mainland Marina 9",1,175.169953813,-36.8029395727,174.7806808478,-36.84457156828
"Mainland Oysters 16","Mainland Mooring 59",2,175.169953813,-36.8029395727,175.0339161016,-36.82694775294
"Mainland Oysters 16","Mainland Mooring 60",4,175.169953813,-36.8029395727,175.054278319,-36.7799339133
"Mainland Oysters 16","Mainland Mooring 61",1,175.169953813,-36.8029395727,175.165210901667,-36.8436440399333
"Mainland Oysters 16","Mainland Mooring 62",1,175.169953813,-36.8029395727,174.9063578104,-36.88621788714
"Mainland Oysters 16","Mainland Mussels 3",1,175.169953813,-36.8029395727,175.0661639535,-36.83727495265
"Mainland Oysters 16","Mainland Mussels 54",1,175.169953813,-36.8029395727,175.16964666,-36.8061142425
"Mainland Oysters 17","Mainland Oysters 16",1,175.1250922205,-36.83929055045,175.169953813,-36.8029395727
"Mainland Oysters 18","Mainland Marina 5",1,174.745251841,-36.4157541424,174.7357559835,-36.39353752665
"Mainland Oysters 18","Mainland Salmon 12",1,174.745251841,-36.4157541424,174.817813456,-36.4171652096
"Mainland Oysters 19","Mainland Mooring 29",1,175.696102545,-36.8222867555,175.814958883,-36.7608098067
"Mainland Oysters 19","Mainland Mussels 29",1,175.696102545,-36.8222867555,175.341963074222,-36.1619629048222
"Mainland Oysters 21","Mainland Aquaculture 3",1,174.128783634167,-35.2517751985,174.0915419815,-35.22973932065
"Mainland Oysters 21","Mainland Mooring 35",1,174.128783634167,-35.2517751985,174.115811762778,-35.2454224835259
"Mainland Oysters 21","Mainland Mooring 44",1,174.128783634167,-35.2517751985,173.7677530242,-35.00289248482
"Mainland Oysters 21","Mainland Oysters 22",2,174.128783634167,-35.2517751985,174.222283953,-35.2200093351
"Mainland Oysters 22","Mainland Marina 2",1,174.222283953,-35.2200093351,174.1034276155,-35.24046385095
"Mainland Oysters 22","Mainland Mooring 36",2,174.222283953,-35.2200093351,174.234434919178,-35.2312827907832
"Mainland Oysters 23","Mainland Mooring 36",1,174.459996629,-35.817853824,174.234434919178,-35.2312827907832
"Mainland Oysters 23","Mainland Mooring 41",1,174.459996629,-35.817853824,174.551119822,-35.6207688664667
"Mainland Oysters 23","Mainland Mooring 42",2,174.459996629,-35.817853824,174.5217148356,-35.83060401092
"Mainland Oysters 23","Mainland Mooring 65",1,174.459996629,-35.817853824,174.829097479333,-36.4237396672
"Mainland Oysters 5","Mainland Aquaculture 4",1,175.434618601,-36.8181676908,175.451390291,-36.7329484605
"Mainland Oysters 5","Mainland Mooring 26",1,175.434618601,-36.8181676908,175.47579357175,-36.764238297875
"Mainland Salmon 12","Mainland Marina 9",1,174.817813456,-36.4171652096,174.7806808478,-36.84457156828
"Mainland Salmon 12","Mainland Mooring 59",1,174.817813456,-36.4171652096,175.0339161016,-36.82694775294
"Mainland Salmon 12","Mainland Mooring 65",4,174.817813456,-36.4171652096,174.829097479333,-36.4237396672
"Sanford","Mainland Marina 14",3,170.497812,-45.887513,176.18072485,-37.66724799505
"Sanford","Mainland Marina 16",1,170.497812,-45.887513,176.892343211,-39.4832270598
"Sanford","Mainland Mooring 26",2,170.497812,-45.887513,175.47579357175,-36.764238297875
"Sanford","Mainland Mooring 8",1,170.497812,-45.887513,176.0536736025,-37.6351666051
"Sanford","Smokehouse Bay",1,170.497812,-45.887513,175.3353,-36.2057
"Smokehouse Bay","Mainland Beach 29",1,175.3353,-36.2057,175.482161136333,-36.1545944806333
"Smokehouse Bay","Mainland Island 75",1,175.3353,-36.2057,174.889879607,-36.6008138366
"Smokehouse Bay","Mainland Island 79",2,175.3353,-36.2057,175.470518094,-36.133401488375
"Smokehouse Bay","Mainland Marina 6",1,175.3353,-36.2057,174.788355122,-36.620952782
"Smokehouse Bay","Mainland Marina 9",5,175.3353,-36.2057,174.7806808478,-36.84457156828
"Smokehouse Bay","Mainland Mooring 29",1,175.3353,-36.2057,175.814958883,-36.7608098067
"Smokehouse Bay","Mainland Mooring 36",1,175.3353,-36.2057,174.234434919178,-35.2312827907832
"Smokehouse Bay","Mainland Mooring 42",2,175.3353,-36.2057,174.5217148356,-35.83060401092
"Smokehouse Bay","Mainland Mooring 46",1,175.3353,-36.2057,174.388682827,-35.3907587621
"Smokehouse Bay","Mainland Mooring 50",1,175.3353,-36.2057,175.484314823333,-36.3264657695333
"Smokehouse Bay","Mainland Mooring 51",3,175.3353,-36.2057,175.394999821667,-36.2618971699
"Smokehouse Bay","Mainland Mooring 52",24,175.3353,-36.2057,175.3452219984,-36.16394118716
"Smokehouse Bay","Mainland Mooring 54",2,175.3353,-36.2057,174.726266053333,-36.4982412371667
"Smokehouse Bay","Mainland Mooring 59",1,175.3353,-36.2057,175.0339161016,-36.82694775294
"Smokehouse Bay","Mainland Mooring 60",2,175.3353,-36.2057,175.054278319,-36.7799339133
"Smokehouse Bay","Mainland Mooring 62",1,175.3353,-36.2057,174.9063578104,-36.88621788714
"Smokehouse Bay","Mainland Mooring 64",2,175.3353,-36.2057,174.799140037429,-36.8335831537
"Smokehouse Bay","Mainland Mooring 65",4,175.3353,-36.2057,174.829097479333,-36.4237396672
"Smokehouse Bay","Mainland MR 3",1,175.3353,-36.2057,174.840336911,-36.3580937062
"Smokehouse Bay","Mainland Mussels 29",5,175.3353,-36.2057,175.341963074222,-36.1619629048222
"Smokehouse Bay","Mainland Mussels 48",1,175.3353,-36.2057,175.399369445,-36.6964250477
"Smokehouse Bay","Mainland Mussels 58",2,175.3353,-36.2057,174.745251841,-36.3965387897
"Smokehouse Bay","Mainland Oysters 21",1,175.3353,-36.2057,174.128783634167,-35.2517751985
"Smokehouse Bay","Mainland Salmon 12",1,175.3353,-36.2057,174.817813456,-36.4171652096
